email_idx,latency_ms,label
965,43.2272,0
966,44.0902,0
967,44.4456,1
968,38.1834,0
969,40.3061,0
970,40.2145,0
971,39.5441,0
972,39.395,0
973,36.6806,0
974,40.1985,0
975,37.9154,1
976,42.837,1
977,41.9561,0
978,44.0465,0
979,45.808,1
980,43.3504,0
981,39.7367,0
982,38.1103,0
983,39.7429,1
984,39.4058,0
985,39.1706,0
986,40.2913,0
987,40.6618,0
988,39.9789,0
989,39.5883,0
990,42.2433,0
991,44.9206,0
992,45.851,1
993,44.9123,0
994,39.5104,0
995,40.8782,0
996,40.5608,0
997,40.4188,0
998,39.2588,0
999,39.5184,0
1000,42.7826,0
1001,41.4398,1
1002,40.8298,0
1003,46.0947,0
1004,41.1055,1
1005,40.8727,0
1006,45.0851,0
1007,44.4189,0
1008,43.6358,0
1009,38.0576,1
1010,37.1058,0
1011,39.2644,0
1012,42.1755,0
1013,41.8453,1
1014,38.6839,1
1015,40.5348,0
1016,42.2038,0
1017,41.0763,1
1018,41.4043,0
1019,41.8059,0
1020,40.1048,0
1021,42.0024,0
1022,41.8794,0
1023,46.1725,0
1024,43.8005,1
1025,43.9113,0
1026,43.576,0
1027,41.7268,0
1028,44.8764,1
1029,45.534,0
1030,43.919,0
1031,45.658,0
1032,39.0768,0
1033,37.8983,1
1034,39.7417,0
1035,40.3748,0
1036,42.5166,1
1037,44.3388,0
1038,44.7413,0
1039,45.72,0
1040,40.6676,0
1041,40.8381,1
1042,40.5219,0
1043,42.8047,0
1044,39.897,0
1045,43.6234,0
1046,47.4821,0
1047,47.9134,0
1048,46.6579,0
1049,49.2526,0
1050,43.85,0
1051,41.5216,0
1052,38.727,0
1053,42.034,0
1054,44.3795,0
1055,46.8373,1
1056,48.2045,1
1057,43.3672,1
1058,43.0021,0
1059,42.5496,1
1060,41.162,1
1061,40.7384,0
1062,42.7321,0
1063,40.7183,0
1064,42.0166,1
1065,44.5229,0
1066,40.3517,1
1067,39.7587,0
1068,40.232,0
1069,41.3867,0
1070,40.4616,0
1071,40.2267,0
1072,42.9878,0
1073,41.9433,1
1074,44.4223,1
1075,39.3696,0
1076,41.4789,1
1077,38.3371,0
1078,38.6144,1
1079,38.326,0
1080,40.3325,0
1081,40.5,0
1082,38.8269,1
1083,40.0133,0
1084,40.5508,0
1085,40.5736,0
1086,38.8131,1
1087,40.7926,0
1088,42.5326,0
1089,41.4545,0
1090,43.4117,0
1091,44.2982,1
1092,42.8717,0
1093,42.3537,0
1094,41.4076,0
1095,41.3074,1
1096,46.5367,0
1097,42.5975,0
1098,40.79,0
1099,39.1537,1
1100,39.9889,0
1101,39.4296,0
1102,38.9178,0
1103,39.4996,0
1104,38.3902,0
1105,41.2563,0
1106,41.0215,0
1107,41.2751,1
1108,40.0673,0
1109,41.2644,0
1110,41.0851,0
1111,39.2801,0
1112,39.3555,0
1113,40.9291,0
1114,39.6377,0
1115,40.3329,1
1116,37.5659,0
1117,41.0989,0
1118,38.5132,1
1119,40.0138,0
1120,39.926,0
1121,42.1642,0
1122,41.5963,0
1123,39.0096,1
1124,37.5039,0
1125,40.292,1
1126,42.5088,0
1127,39.7986,0
1128,36.8422,0
1129,38.8962,0
1130,39.2538,0
1131,38.3101,0
1132,37.881,0
1133,39.0243,0
1134,42.4901,0
1135,42.098,0
1136,38.4357,0
1137,38.3314,0
1138,39.2033,0
1139,37.4012,0
1140,38.818,0
1141,42.5622,0
1142,40.1659,0
1143,38.4644,0
1144,38.7267,1
1145,45.791,1
1146,45.096,1
1147,44.2802,0
1148,40.8537,0
1149,39.5662,1
1150,39.1431,0
1151,39.518,0
1152,38.5353,0
1153,42.5307,1
1154,40.392,0
1155,42.8296,0
1156,38.3529,0
1157,39.0912,1
1158,37.9443,0
1159,38.2632,0
1160,42.0794,0
1161,40.0293,0
1162,38.6715,0
1163,38.4568,1
1164,40.1668,0
1165,40.1874,0
1166,39.8783,0
1167,38.574,0
1168,38.722,0
1169,39.0127,1
1170,41.2567,0
1171,40.9578,1
1172,41.186,0
1173,37.3378,0
1174,39.2405,0
1175,40.6702,0
1176,38.3497,0
1177,36.5601,0
1178,42.7796,0
1179,37.7794,0
1180,44.0778,1
1181,46.2052,1
1182,41.3602,0
1183,42.244,1
1184,43.6327,1
1185,41.1146,1
1186,42.8266,0
1187,43.1145,0
1188,41.182,0
1189,42.6942,1
1190,41.3263,0
1191,42.8524,0
1192,41.9957,0
1193,53.3075,0
1194,48.5178,0
1195,41.745,0
1196,43.0103,0
1197,42.0523,1
1198,41.3937,0
1199,42.4354,0
1200,43.9457,0
1201,45.9433,1
1202,39.6245,0
1203,40.9512,0
1204,42.7504,0
1205,40.775,0
1206,39.6874,0
1207,39.5034,0
1208,40.2125,1
1209,40.5162,0
1210,82.248,0
1211,55.494,0
1212,40.5405,0
1213,41.6075,0
1214,41.5685,1
1215,44.2956,0
1216,44.9203,0
1217,41.1937,0
1218,42.8935,0
1219,40.4726,0
1220,41.2311,0
1221,40.5556,1
1222,40.1106,0
1223,40.7712,1
1224,39.8329,0
1225,39.8674,0
1226,42.3526,0
1227,41.5663,1
1228,41.7204,0
1229,40.8266,0
1230,39.8593,0
1231,37.7125,0
1232,39.7865,0
1233,39.9361,0
